playerid,Name,Team,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%,BsR,Spd,BB%+,K%+,Oppo%+,EV,maxEV,xwOBA,Total Z-Score
15640,Aaron Judge,NYY,1.8,5.39,1.42,5.83,4.1,4.03,4.35,4.55,0.7,0.11,2.89,0.5,-0.92,3.33,2.65,4.45,45.17
19556,Yordan Alvarez,HOU,0.86,2.63,-0.71,3.52,3.25,3.18,3.03,3.27,-0.19,-0.47,2.17,-0.51,-0.86,3.05,2.3,4.42,28.93
10155,Mike Trout,LAA,0.42,2.96,-0.71,2.78,2.91,2.94,3.81,2.95,-0.09,-0.3,1.05,0.94,0.53,1.37,1.26,2.47,25.31
19755,Shohei Ohtani,LAA,1.59,2.3,0.71,2.05,1.6,1.63,1.87,2.23,0.11,0.51,1.05,0.36,0.71,1.98,2.89,2.18,23.77
9218,Paul Goldschmidt,STL,1.49,2.41,0.15,4.13,2.94,2.96,1.96,0.93,0.99,-0.13,1.31,-0.11,0.3,0.96,0.54,1.66,22.49
16478,Kyle Schwarber,PHI,1.62,3.62,0.57,1.31,1.06,1.22,2.45,3.05,-0.25,0.8,1.57,1.19,-1.27,2.16,1.4,1.89,22.39
5361,Freddie Freeman,LAD,1.89,0.87,1.0,3.49,2.17,2.26,0.57,0.58,1.78,0.57,1.22,-1.27,1.29,1.24,0.54,2.71,20.9
23697,Julio Rodriguez,SEA,0.85,1.64,2.7,2.16,1.75,1.52,1.46,1.32,1.42,1.38,-0.27,0.65,-0.4,1.56,2.23,0.79,20.77
18360,Austin Riley,ATL,1.78,2.74,-0.56,2.09,1.6,1.82,1.87,1.96,-0.55,-0.47,-0.04,0.29,-0.11,1.79,1.78,1.98,17.98
14161,Byron Buxton,MIN,-0.39,1.64,0.0,1.2,1.36,1.25,2.97,2.14,1.42,1.55,0.36,1.37,-1.85,1.98,0.95,1.4,17.34
20123,Juan Soto,- - -,1.58,1.53,0.0,2.06,1.71,1.79,1.0,1.15,-0.78,-0.18,4.13,-1.27,-0.16,1.1,0.85,2.65,17.15
11493,Manny Machado,SDP,1.44,2.08,0.43,2.75,1.98,1.96,1.46,0.51,0.99,0.28,0.5,-0.29,0.13,1.33,0.57,0.82,16.94
19287,Adolis Garcia,TEX,1.53,1.53,2.7,0.86,0.44,0.38,1.09,1.27,1.97,1.61,-0.68,0.94,-0.75,1.61,0.78,0.36,15.64
11739,J.T. Realmuto,PHI,0.87,0.98,2.13,1.57,1.06,1.19,0.89,0.88,2.17,1.78,-0.36,-0.19,0.59,0.77,-0.12,1.2,15.41
13611,Mookie Betts,LAD,1.41,2.41,0.86,2.43,1.67,1.71,2.01,0.48,1.42,1.26,0.1,-0.98,-0.86,0.86,-0.6,1.0,15.17
19251,Pete Alonso,NYM,1.73,2.96,-0.14,2.06,1.63,1.52,1.7,1.12,-0.81,-0.53,0.5,-0.58,-0.11,0.54,1.99,1.29,14.87
11477,Christian Yelich,MIL,1.63,0.1,1.85,0.66,0.4,0.48,-0.47,0.11,1.12,1.26,1.65,0.29,1.35,1.33,2.23,0.85,14.85
4949,Giancarlo Stanton,NYY,0.1,1.97,-0.85,0.17,0.56,0.46,1.96,2.83,-0.84,-1.69,1.14,1.34,0.3,2.95,3.13,1.2,14.71
18345,Kyle Tucker,HOU,1.2,1.86,2.7,1.5,1.09,1.03,1.38,0.58,1.32,0.63,0.65,-1.06,-0.51,0.63,0.19,1.26,14.44
11899,Joc Pederson,SFG,-0.04,1.09,-0.42,1.41,1.67,1.71,1.72,1.82,0.14,0.11,0.48,0.1,0.18,2.07,0.71,1.66,14.41
13510,Jose Ramirez,CLE,1.73,1.75,1.99,2.34,1.48,1.44,1.64,-0.28,1.97,0.86,0.79,-1.64,-0.92,-0.44,1.19,0.3,14.2
18401,Ronald Acuna Jr.,ATL,0.66,0.21,3.27,0.79,0.52,0.68,-0.15,1.25,1.58,0.63,0.56,0.21,-0.98,1.19,2.02,1.63,14.06
25931,Michael Harris II,ATL,0.02,0.65,1.99,1.53,1.36,1.57,1.15,0.58,1.94,1.95,-1.22,0.29,0.01,0.4,0.71,0.73,13.67
9952,Trayce Thompson,- - -,-1.28,-0.01,-0.28,0.93,1.6,1.63,1.78,2.14,1.06,0.63,1.45,2.25,-2.09,1.7,0.4,1.63,13.53
11579,Bryce Harper,PHI,-0.09,0.54,0.71,1.09,1.44,1.6,1.32,1.25,-0.29,0.45,0.85,-0.33,0.07,1.61,1.23,2.04,13.5
17350,Rafael Devers,BOS,1.23,1.53,-0.42,1.7,1.56,1.71,1.46,0.93,-0.38,-0.41,0.07,-0.55,0.42,2.07,1.02,1.49,13.42
16252,Trea Turner,LAD,1.89,0.87,2.99,1.89,1.06,1.08,0.25,-0.03,2.14,1.49,-0.68,-0.62,-0.63,0.12,0.61,0.73,13.16
21711,Oneil Cruz,PIT,-0.54,0.43,0.57,0.14,0.21,0.27,1.15,1.91,0.66,1.49,-0.19,1.99,-0.63,1.51,4.03,-0.16,12.85
14344,Matt Olson,ATL,1.83,2.3,-0.85,0.9,0.75,0.92,1.52,1.45,-0.25,-1.51,0.82,0.32,-0.57,1.98,2.09,1.08,12.78
12856,George Springer,TOR,1.01,1.31,1.14,1.62,1.21,1.14,1.06,0.14,1.51,1.26,0.48,-0.8,-0.34,0.03,0.99,0.94,12.69
13066,Teoscar Hernandez,TOR,0.68,1.31,0.0,0.88,1.09,1.03,1.44,1.79,-0.81,-0.01,-0.56,1.05,0.13,1.84,1.16,1.2,12.21
20454,Jazz Chisholm Jr.,MIA,-1.38,0.1,0.86,0.81,1.48,1.49,2.36,2.19,1.02,2.36,0.13,0.79,-1.39,0.72,-0.4,1.02,12.18
19612,Bo Bichette,TOR,1.81,1.2,1.0,1.23,1.09,1.0,0.57,0.46,-0.87,-0.01,-0.73,0.03,2.17,1.51,0.57,0.71,11.74
19611,Vladimir Guerrero Jr.,TOR,1.87,2.08,0.29,1.18,1.21,1.11,1.09,0.85,-1.95,-0.41,0.1,-0.91,-0.46,1.93,2.65,1.11,11.74
17548,Taylor Ward,LAA,0.88,1.09,-0.14,1.5,1.4,1.41,0.83,1.08,0.24,-0.24,0.99,-0.11,-0.16,0.58,0.64,1.49,11.47
5417,Jose Altuve,HOU,1.16,1.64,1.71,2.75,2.44,2.37,1.61,-0.01,-0.48,0.68,1.08,-1.24,-1.97,-1.27,-0.33,1.29,11.42
12552,Eugenio Suarez,SEA,1.34,1.97,-0.85,1.18,1.17,0.92,1.41,1.74,-0.81,-0.93,1.34,1.48,-0.28,0.54,0.23,0.85,11.29
25764,Bobby Witt Jr.,KCR,1.36,0.76,3.41,0.27,-0.06,0.02,0.48,0.24,2.23,1.95,-1.14,-0.11,0.18,0.49,1.02,0.1,11.21
12916,Francisco Lindor,NYM,1.87,1.42,1.42,1.6,1.02,0.87,0.45,0.14,1.09,1.03,0.02,-0.58,-0.11,0.31,-0.02,0.62,11.15
18314,Dansby Swanson,ATL,1.8,1.31,1.71,0.93,0.59,0.73,0.28,0.75,1.02,0.57,-0.45,0.61,0.13,0.72,-0.4,0.79,11.12
18171,Seth Brown,OAK,0.82,1.31,0.71,0.72,0.63,0.35,1.23,1.3,0.79,0.51,0.45,0.69,-0.34,0.26,0.74,0.82,11.0
13419,Christian Walker,ARI,1.6,2.52,-0.56,1.01,0.83,0.98,1.49,0.93,-0.09,-0.65,0.71,-0.44,-0.28,0.63,0.64,1.43,10.74
16505,Matt Chapman,TOR,1.28,1.53,-0.56,0.88,0.63,0.57,1.06,1.27,1.02,-0.53,1.11,0.87,-1.68,1.65,0.68,0.91,10.69
19566,Nathaniel Lowe,TEX,1.45,1.53,-0.56,1.73,1.63,1.57,0.8,0.53,-1.27,-0.65,-0.19,0.14,1.23,0.77,0.78,1.0,10.51
3473,Anthony Rizzo,NYY,0.77,2.08,0.0,0.97,1.25,1.14,2.04,0.78,-1.17,-0.07,0.96,-0.58,-0.57,0.35,0.88,1.14,9.98
11609,Willson Contreras,CHC,0.34,0.98,-0.28,0.89,1.21,1.27,1.26,0.68,-0.91,0.22,0.33,-0.19,-0.16,0.82,1.89,1.58,9.93
13624,Corey Seager,TEX,1.57,2.19,-0.42,0.88,0.63,0.57,1.18,0.68,0.86,-0.36,0.3,-1.06,-0.28,1.14,0.19,1.81,9.89
19290,Randy Arozarena,TBR,1.45,0.76,3.7,0.79,0.94,0.7,0.63,0.04,-1.4,1.03,-0.27,0.36,-0.51,0.58,1.16,-0.25,9.7
20503,William Contreras,ATL,-0.44,0.76,-0.56,0.81,1.44,1.63,1.35,1.4,-0.84,-0.24,0.71,0.83,-0.63,0.82,1.54,1.08,9.64
19470,Tommy Edman,STL,1.34,-0.01,3.7,0.82,0.29,0.21,-0.38,-0.38,2.76,1.95,-0.36,-0.77,-0.22,-0.02,0.71,-0.05,9.59
21454,Lars Nootbaar,STL,-0.64,0.1,-0.28,0.62,0.94,0.87,1.2,1.08,0.47,0.97,2.2,-0.33,-0.86,1.42,0.78,1.05,9.58
18042,Dylan Moore,SEA,-1.28,-0.78,2.13,0.53,0.98,0.76,0.22,1.25,0.83,2.59,1.94,1.19,-0.46,-0.67,-0.09,0.36,9.51
21534,Cal Raleigh,SEA,-0.16,1.53,-0.71,0.44,0.79,0.54,2.48,1.89,-0.32,-0.76,0.45,1.19,-0.63,1.05,1.13,0.42,9.31
15112,Ryan McMahon,COL,1.11,0.76,0.15,-0.26,-0.22,0.43,0.25,0.66,0.7,0.22,0.59,0.65,1.06,1.42,1.02,0.59,9.13
20003,Keston Hiura,MIL,-1.21,0.1,-0.14,0.2,0.56,0.65,1.23,1.86,0.24,0.74,0.1,3.12,-0.11,1.42,0.09,0.21,9.07
18373,Ryan Mountcastle,BAL,1.2,0.98,-0.28,0.19,0.21,0.16,0.45,1.79,0.24,-0.47,-0.3,0.54,1.12,1.24,0.43,1.52,9.0
15986,Willy Adames,MIL,1.25,1.97,0.29,0.44,0.32,0.4,1.2,1.3,0.79,-0.13,-0.13,0.72,0.07,0.12,-0.05,0.39,8.97
19326,Bryan Reynolds,PIT,1.23,1.53,0.15,0.95,0.94,1.06,0.83,0.04,-0.68,0.39,0.27,0.1,0.01,0.72,0.85,0.56,8.96
19950,Andres Gimenez,CLE,0.83,0.43,1.99,1.81,1.52,1.47,0.37,-0.38,1.12,1.15,-0.65,-0.29,-0.34,-0.39,-0.29,0.47,8.81
12533,Marcus Semien,TEX,2.0,1.42,2.7,0.71,0.25,0.18,0.6,-0.23,2.3,1.38,-0.22,-0.88,-0.51,-0.62,-0.22,-0.11,8.75
12927,Brandon Nimmo,NYM,1.64,0.32,-0.42,1.68,1.29,1.17,0.05,-0.18,-0.09,0.51,0.76,-0.84,1.12,0.35,0.4,0.94,8.7
16472,Rhys Hoskins,PHI,1.64,1.86,-0.56,0.79,0.83,0.95,1.12,0.83,-1.1,-0.59,0.82,0.43,-0.46,0.68,0.5,0.82,8.55
12161,Xander Bogaerts,BOS,1.35,0.21,0.29,1.83,1.29,1.44,-0.01,-0.31,1.55,-0.18,0.39,-0.55,0.18,-0.25,0.78,0.39,8.39
16153,Austin Slater,SFG,-0.79,-0.67,0.86,0.72,0.9,0.92,-0.21,0.68,1.15,1.72,1.37,0.79,-0.11,0.17,-0.47,1.2,8.23
16997,Gleyber Torres,NYY,0.94,1.2,0.57,0.51,0.56,0.48,0.86,0.73,-0.06,0.16,-0.39,0.1,1.12,0.82,0.19,0.27,8.07
13602,Patrick Wisdom,CHC,0.67,1.31,0.29,0.05,0.13,0.16,1.2,1.59,0.21,-0.07,0.56,1.92,-1.21,0.96,0.64,-0.43,7.98
15676,Jose Abreu,CHW,1.69,0.21,-0.85,1.7,1.44,1.38,-0.15,0.43,-0.55,-1.4,0.45,-0.95,0.24,1.65,0.78,1.84,7.92
9777,Nolan Arenado,STL,1.27,1.86,-0.14,2.3,1.94,1.93,1.58,0.11,-0.51,-0.7,0.02,-1.75,-1.16,0.03,0.23,0.85,7.86
17484,Eloy Jimenez,CHW,-0.78,0.32,-0.85,0.86,1.67,1.63,1.09,1.72,-0.45,-1.63,0.25,-0.0,-0.57,1.93,0.92,1.6,7.7
13301,Max Muncy,LAD,0.89,0.87,-0.56,0.27,0.21,0.21,0.6,1.4,0.7,-0.47,2.63,0.4,-1.21,0.77,0.16,0.85,7.69
26288,Adley Rutschman,BAL,0.22,-0.01,-0.28,1.4,1.25,1.19,0.8,0.04,1.65,0.22,2.14,-0.62,-1.04,-0.34,0.05,0.94,7.61
16219,J.D. Davis,- - -,-0.51,-0.12,-0.71,0.19,0.71,0.62,0.28,2.09,-1.01,-0.53,0.82,1.77,0.18,1.75,0.68,1.26,7.47
16578,Yandy Diaz,TBR,0.84,-0.45,-0.42,1.5,1.75,1.52,-0.44,-0.73,-1.73,-0.93,2.2,-1.85,1.7,1.65,1.23,1.6,7.44
21897,Christopher Morel,CHC,-0.09,0.32,0.57,0.25,0.29,0.32,0.8,1.4,0.63,1.2,0.22,1.59,-1.8,0.45,0.74,0.42,7.3
30116,Seiya Suzuki,CHC,0.05,0.1,0.43,0.39,0.59,0.65,0.31,0.8,-0.12,0.39,0.39,0.36,1.76,0.45,0.19,0.5,7.24
12564,Trevor Story,BOS,-0.3,0.32,1.0,0.05,-0.02,0.16,0.89,0.88,0.96,0.91,0.07,1.45,0.07,0.12,0.92,-0.25,7.22
14551,Anthony Santander,BAL,1.46,2.19,-0.85,0.88,0.75,0.7,1.26,0.95,0.11,-1.28,0.22,-0.51,-1.1,0.68,0.43,1.23,7.12
9241,Starling Marte,NYM,0.47,0.32,1.71,1.28,1.36,1.22,0.4,-0.23,-0.06,1.55,-1.08,-0.51,-0.16,-0.86,0.88,0.76,7.05
12037,Jon Berti,MIA,-0.24,-1.0,4.97,0.17,-0.29,-0.33,-1.08,-0.45,2.63,2.24,0.71,-0.08,0.77,-0.3,-0.57,-0.11,7.04
19734,Josh Rojas,ARI,0.5,-0.45,2.42,0.62,0.29,0.43,-0.62,-0.8,2.04,1.03,0.85,-0.51,1.7,0.07,-0.57,-0.05,6.95
17919,Ian Happ,CHC,1.42,0.43,0.43,0.89,0.75,0.78,0.25,-0.31,0.24,0.05,0.25,0.14,0.07,0.49,1.09,-0.11,6.86
14162,Carlos Correa,MIN,1.06,0.98,-0.85,1.27,1.52,1.41,0.51,0.9,-1.95,-1.22,0.88,-0.26,-0.98,0.58,1.33,1.55,6.74
14567,Franchy Cordero,BOS,-1.14,-0.56,-0.28,-0.15,-0.33,-0.17,0.54,1.12,0.86,0.74,0.82,1.88,0.3,0.49,2.47,0.1,6.69
15679,Rowdy Tellez,MIL,1.13,2.41,-0.56,-0.12,0.36,0.46,1.61,1.27,-2.15,-1.17,0.71,-0.37,-1.33,1.14,2.13,1.14,6.66
15464,Hunter Renfroe,MIL,0.59,1.75,-0.71,0.73,0.9,1.0,1.49,0.78,-0.51,-0.93,-0.3,0.14,-0.28,0.86,0.61,0.39,6.5
12546,C.J. Cron,COL,1.36,1.75,-0.85,-0.06,0.02,0.68,1.03,0.75,0.17,-0.82,-0.53,0.58,0.42,-0.02,1.64,0.33,6.44
17929,Cedric Mullins II,BAL,1.64,0.32,3.98,0.36,0.21,0.13,-0.1,-0.7,1.09,1.61,-0.33,-0.55,-0.28,0.07,-0.47,-0.63,6.35
14128,Joey Gallo,- - -,-0.2,0.65,-0.42,-0.61,-0.6,-0.66,0.86,2.43,0.17,0.51,2.0,2.86,-1.68,0.45,0.78,-0.43,6.12
14130,Daniel Vogelbach,- - -,0.16,0.54,-0.85,0.65,1.06,1.06,0.71,0.71,-1.07,-1.34,2.6,0.36,-0.16,0.35,0.05,1.17,5.99
19918,Daulton Varsho,ARI,1.08,1.53,1.42,0.37,0.21,0.35,0.97,0.61,1.12,1.09,-0.19,0.32,-2.03,-0.44,-0.16,-0.34,5.92
17273,Jorge Mateo,BAL,0.66,-0.01,4.12,-0.52,-0.72,-0.8,0.16,-0.45,1.91,2.65,-1.02,0.9,0.71,-0.86,0.19,-1.09,5.84
20043,Luis Robert,CHW,-0.26,-0.12,0.71,0.49,0.4,0.38,-0.15,0.29,1.45,0.45,-1.34,-0.48,0.77,0.31,2.44,0.5,5.84
13152,Jorge Polanco,MIN,0.05,0.32,-0.42,0.56,0.71,0.62,0.4,0.61,0.3,-0.88,2.34,-0.11,-0.86,0.17,0.09,1.4,5.29
